texts,source
@justezzzee your so fucking ignorant u talk a lot shit for someone who don't wanna fight your mama raised u as bitch huh?,dataset8.csv
มึงงงงงกูหยุดขำไม่ได้โคนันที่ว่าแน่ยังแพ้อิตุ๊ดเด่กภูผาโอ้ยยยยยอมใจเลยเล่าเป็นฉากๆๆๆอีปิ่นเป็นกะเทย,dataset5.csv
กุเบื่ออิตุ๊ดเถื่อน,dataset5.csv
ขอให้กำลังใจคนพม่านะครับสู้ๆต่อไปคนไทยก็เหมือนกันจะสู้ๆเหมือนกันครับเราก็คนเหมือนกันมนุษย์มีเลือดเนื้อเชื้อใครเปรียบเสมือนพี่น้องกันครับผมไม่แบ่งแยกขอให้สู้ๆนะครับ,dataset3.csv
เราติดม.เกษตรค่ะ ดีใจกับเราไหมคะ ติดมาสองชั่วโมงกว่าแล้ว ติดยาวยันแยกรัชโยเลยค่ะ โอเค /กางเตนท์นอน,dataset4.csv
"Compatibility can be achieved in several ways. Read this: http://en.wikipedia.org/wiki/Backward_compatibility. Perhaps compatibility with regards to different aspects (GC discs, GC hardware, GBA software/hardware) should be mentioned in the article. To what extent an emulator can be a called a method of providing compatibility for a given platform I don't know. Neither forementioned page nor this one http://en.wikipedia.org/wiki/Emulator, clearly gives the boundaries of the definition.",dataset6.csv
ไม่เคยเห็นใครหน้าด้านเท่าเธอเลย ทุเรศ,dataset2.csv
Attention training Mr meet whom activity conference. You are such a idiot!,dataset7.csv
"@LobstrThinkTank Yeah! Me too. My people, the women, laff at the set apart men... they love the real niggas or niggers.",dataset8.csv
@CallMeRenee_ bitch im too mad im finna throw this bitch outside,dataset8.csv
Posting an Executive Order from the President of the United States is not Vandalism. Please stop deleting things as such. Jason,dataset6.csv
แล้วไอ้วิน มึงจะให้อีดอกฉายไม่ทำเหี้ยไรเลย ไม่ได้นะเว้ย,dataset4.csv
เชื่อว่าปี 2020 เป็นปีที่ทุกคนวางแผนไว้แบบหนึ่ง แต่กลับได้ใช้ชีวิตอีกแบบหนึ่ง แบบที่ไม่ได้วางแผนไว้ สำหรับปีนี้ เราวางแผนว่าจะทำทัวร์ เปิดทริปไปเทรคที่เนปาล ไปเที่ยวพม่า และคงมีหลายรูทที่เราอยากพาคนอื่นไปด้วย เราอยากให้ทุกคนไปเห็นในสิ่งที่เราเห็น ได้สัมผัสประสบการณ์แบบที่เราเคยสัมผัส และที่สำคัญได้รูปสวยๆ กลับไปจากทริปของเรา แต่สุดท้ายก็ล้มไม่เป็นท่า การล้มลุกคุกคลานในวันนั้นได้เปิดโอกาสให้เราลองทำในสิ่งที่เราไม่คิดว่าจะได้ทำมาก่อน และมันก็เป็นทางเลือกที่เรารู้สึกชอบมากกว่าทางแรกที่เราจะเลือกซะอีก ช่วงเวลา lockdown เป็นช่วงเวลาที่เราแอบซุ่มพัฒนาตัวเอง ทำให้เราอินกับการถ่ายวิดีโอและธุรกิจกันมากขึ้น จนทำให้เราได้มีโอกาสทำงานในสาย production ถึงแม้จะเป็นงานถ่ายกับทีม production เล็กๆ แต่มันทำให้เรารู้ว่านี่คือสิ่งที่ดีที่สุดที่เกิดขึ้นในปีนี้ เราสองคนได้เจอสิ่งที่เรารักและอยากทำวิดีโอแบบนี้ต่อไปเรื่อยๆ เราสนุกกับการได้ create และช่วยเหลือคนอื่น ไม่ว่าจะเป็นการทำวิดีโอแบ่งปันความรู้และประสบการณ์ของเรา หรือการทำวิดีโอให้กับแบรนด์ ปีหน้าจะมีผลงานมาให้ทุกคนได้ดูเยอะขึ้นกว่านี้ รอติดตามผลงานกันด้วยน้า และนอกจากนี้โควิดที่ทำให้เราทุกคนหนีไปไหนไม่ได้ เลยกลายเป็นโอกาสที่ดีที่ทำให้เราได้ไปเที่ยวกับเพื่อนๆ ที่รู้จักกันบนโลก social จากกลุ่มคนที่แค่ชอบอะไรเหมือนๆ กัน พอมารวมตัวกันก็ไม่อยากจะเชื่อว่ามันจะลงตัวกันได้ขนาดนี้ ปีนี้เลยทำให้เราได้เพื่อนที่น่ารักมาอีกหนึ่งกลุ่มใหญ่ที่คาดว่าต่อให้เปิดประเทศแล้วเราก็จะยังคงรวมตัวกันต่อไป ?? ขอบคุณทุกการเรียนรู้ ทุกประสบการณ์ และทุกคนที่เข้ามาในชีวิตเราสองคน เราไม่รู้ว่าเพื่อนๆ ผ่านปี 2020 ยังไงกันบ้าง แต่เราก็หวังว่าทุกคนจะผ่านมันมาได้ด้วยดีนะ หวังว่าปีหน้าจะเป็นปีที่ดีของทุกคน เป็นกำลังใจให้เสมอจ้า รัก ฝ้าย-โบ๊ท PakaPrich,dataset3.csv
"Please do not add nonsense to Wikipedia. It is considered vandalism. If you would like to experiment, use the sandbox. Thank you. A link to the edit I have reverted can be found here: link. If you believe this edit should not have been reverted, please contact me. hey shut up",dataset6.csv
ใส่สบายสั่งหลายรอบแล้วจร้าาา,dataset4.csv
เธอเป็นความภูมิใจที่สุดของฉัน,dataset4.csv
นี่คุยกะอิตุ๊ดไม่รู้เรื่องล้ะแถกันจะสีข้างพังล้ะ,dataset5.csv
X Trail ครับสนใจมาก,dataset1.csv
ไอ้คนทรยศ แกอย่าหวังว่าจะตายดี,dataset4.csv
ครูรุ่งทิวา วาดรูปเมมเบรนของเซลล์เม็ดเลือดได้ห่วยแตก มาก มว๊ากแก,dataset4.csv
Looks like you've logged out: you can't edit a semi-protected page unless you log in first. I'll let NawlinWiki know that you're trying to discuss this.,dataset6.csv
นายจ้างลอยแพแรงงานต่างด้าวชาวพม่า พาหนีจากสมุทรสาคร มาลงที่จังหวัดสมุทรปราการ กว่า 10 ชีวิต เมื่อเวลา 23.00 น.วันที่ 22 ธันวาคม 2563 เจ้าหน้าที่ตำรวจ สภ.บางแก้ว สมุทรปราการ ได้รับแจ้งมีแรงงานต่างด้าวชาวพม่ากว่า 10 คนถูกนำมาทิ้งที่ภายในซอยกรีนเลค หมู่ 2 ต.ราชาเทวะ อ.บางพลี จ.สมุทรปราการ หลังรับแจ้งจึงประสานเจ้าหน้าที่ตำรวจตรวจคนเข้าเมืองจังหวัดสมุทรปราการ และเจ้าหน้าที่ทหาร กอ.รมน. เดินทางเข้าตรวจสอบ ที่บริเวณริมถนนที่ทางเข้าหมู่บ้านกรีนเลค ห่างจากถนนบางนาตราดประมาณ 100 เมตร ได้พบแรงงานต่างด้าวชาวพม่าซึ่งทั้งผู้ชายและผู้หญิงรวมแล้วจำนวน 14 คน พร้อมด้วยกระเป๋าสัมภาระนั่งรวมกันอยู่ที่ริมถนน จากการตรวจสอบพบว่าเป็นแรงงานต่างด้าวทั้งหมดมีพลาสปอร์ต จำนวน 6 คน ส่วนที่เหลืออีก 8 คนไม่มี และจากการสอบถามทราบว่าพวกตนทำงานอยู่ที่บริษัทเอสทีไอ พรีซิชั่น จำกัด ซึ่งเป็นโรงงานพลาสติกซึ่งตั้งอยู่ใน อำเภอเมืองใหม่ จังหวัดสมุทรสาคร พึ่งเข้ามาทำงานได้ประมาณเดือนเศษและเมื่อช่วงเย็นของวานนี้ เจ้าหน้าที่ฝ่ายบุคคลของโรงงานดังกล่าวได้ไล่พวกตนออกจากโรงงาน โดยอ้างว่าจะมีตำรวจเข้ามาตรวจ จึงให้พวกตนพากันออกจากโรงงานโดยพาขึ้นรถนำพวกตนซึ่งมีทั้งหมด 23 คนไปที่จังหวัดระยอง ระหว่างทางก็มีการส่งคนงานกลางทาง จนเหลือ 14 คน และพาไปที่ จังหวัดระยอง เพื่อให้ไปหลบในป่าในเขาแต่พวกตนไม่ยอมอยู่กัน คนขับจึงถามว่ามีใครมีญาติ หรือคนรู้จักไหมให้ไปพักหลบอยู่กับญาติหรือคนรู้จักก่อน พวกตนบอกว่ามีอยู่ที่โรงงานในซอยกรีนเลค ต.ราชาเทวะ อ.บางพลี จ.สมุทรปราการ คนขับรถจึงพากลับมา พวกตนพยายามติดต่อหาญาติและคนรู้จักแต่ไม่สามารถเข้าไปพักในโรงงานได้เนื่องจากเจ้าของโรงงานไม่ยอมให้เข้าโรงงาน เนื่องจากกลัวความผิดและพวกตนเดินทางมาจากจังหวัดสมุทรสาคร เกรงว่าจะนำเชื้อโควิด 19 มาระบาด คนขับรถจึงให้พวกตนลงจากรถและทิ้งให้พวกนั่งอยู่ตรงทางเข้าหมู่บ้าน ก่อนขับรถหายไป พวกตนก็เลยนั่งรอความช่วยเหลือและพวกตนทุกคนยังไม่เคยได้รับการตรวจโควิดเลย จึงได้ประสานเจ้าหน้าที่สาธารณสุขอำเภอบางพลี เข้าทำการตรวจคัดกรองเบื้องต้น ก่อนพาตัวทั้งหมดไปกักตัวในที่ปลอดภัยและจะติดตามเจ้าของโรงงานที่ให้นำคนงานมาปล่อยทิ้งไว้มาดำเนินคดีตามกฎหมายต่อไป พ.อ.กฤษภาณุ จำนงค์วงศ์ หน.กลุ่มงานนโยบายแผนและการข่าว กอ.รมน.จังหวัดสมุทรปราการ ได้กล่าวว่า ในวันพรุ่งนี้จะต้องเข้าปรึกษากับท่านผู้ว่าราชการจังหวัดสมุทรปราการ ว่ากระบวนการที่จะต้องดำเนินการในวันพรุ่งนี้ และปัญหาที่จะแก้ต้องไปจะทำอย่างไร อันดับแรกต้องตั้งสเตท โลคอนคอเรนทีน ให้ได้ และต้องมีเจ้าหน้าที่สาธารณสุขประจำ และเมื่อมีชาวบ้านหรือหน่วยงานราชการรายงานเข้ามาต้องมีหน่วยงานเข้าไปควบคุม และนำตัวไปสเตทโลคอนคอเรนทีน ก่อนเพื่อรอการตรวจคัดกรอง แต่ถ้าไม่มีที่พักชาวบ้านที่ไหนก็ไม่ยอมให้เข้าพื้นที่ ทางด้านมนุษยธรรมเราก็ต้องดูแลเขาในฐานะเข้าเป็นมนุษย์เพื่อนบ้านเรา คือถ้าเขาป่วยก็ต้องรักษา และระหว่างที่ควบคุมก็ต้องมีอาหารให้เขากิน ในส่วนขั้นตอนการดำเนินการนั้นต้องมีการพูดคุยกันว่าหน่วยงานไหนจะเป็นผู้ดำเนินการก็ต้องมีการพูดคุยกันรายละเอียด ตามแผนในวันพรุ่งนี้ทาง กอ.รมน.ก็จะมีการเรียกประชุมด้านความมั่นคงทุกหน่วยไม่ว่าจะเป็น ตม. ภูธรจังหวัด ฝ่ายปกครอง จัดหางานแรงงานต่าง ๆ ที่เกี่ยวข้องกับแรงงาน เราจะมีการพูดคุยกันว่าเราจะเข้าตรวจโรงงานที่พักของแรงงานต่างด้าวหรือโรงงานยังไงต้องเรียกผู้ประกอบการมาชี้แจ้งวิธีการแก้ไขว่าจะทำกันอย่างไร ตม.ต้องลงพื้นที่สแกน ถ้าพบความเคลื่อนไหวก็ต้องมารายการและเข้าควบคุมมาทำการตรวจพิสูจน์โรคทันทีโดยให้ชาวบ้านและกำนันผู้ใหญ่บ้านช่วยกันสอดส่องดูแล เฉพาะก็ต้องฝากกำนันผู้ใหญ่บ้านและชาวบ้านต้องช่วยกัน เครดิต สปิงนิวส์ https://www.springnews.co.th/society/803717?fbclid=IwAR38fo5o8reRfIzxwIHwrg7BxD9PS0l3gpEY5YpwH_iKxD8N6SzckeusCIs,dataset3.csv
เป็นการเเซะที่ทำให้ขำจริงๆ บนโลกนี้นอกจากจะมีวงจรอุบาทว์เเล้วยังมีทอร์คโชว์ตลกอีกเหรอ น่าสนุกดีนะคะ 5555555555,dataset2.csv
@TurdJerguson @Liquorface Yup! And now we pickin you white bitches bare like a chicken leg,dataset8.csv
Talk star food program.,dataset7.csv
อย่าให้ดนตรีไทยฉุดเกรดกูนะ หอยหลอด,dataset2.csv
ก่อน5โมงเย็นเลิกเรียนก็จะ5โมงละ,dataset1.csv
"This is the talk page for the old version of manifold, which is now at talk:manifold/old version.",dataset6.csv
กิ้ดๆๆๆๆอิตุ๊ดกะโปกหล่อนกล้าว่าชั้นหรอ,dataset5.csv
แอร์เย็นสัด แต่เหงื่อท่วม,dataset2.csv
เดินจากคณะแบบดูของแก้เครียดได้ไส้ปากกามูจิมาแท่งเดียวแฮปปี้,dataset5.csv
@woahrach thanks bitch,dataset8.csv
"Looks like the other thing you don't understand is the nature of the choice. I think you would agree that it would be wrong to treat you the way I might treat a corpse just because, if we wait a bit, you will become a corpse. After all, your potential status is not your current status. When you finally die, you will cease to be a person, but you're still a person now and we can't just ignore that in the name of far-sightedness. In the same way, an embryo's potential for personhood does not constitute personhood, and potential rights are not actual rights, so nobody is choosing life or death for a person. When a woman chooses not to become a mother, it is the pregnancy that is aborted, not a person. The actual rights of an actual person are being recognized as primary over the potential rights of a potential person. Of course, if you're really against abortion, like I am, not just choice, the real solution here is to allow comprehensive sexual education and full, free access to contraception. Women who don't have an unwanted pregnancy are never in the position to even consider an abortion.",dataset6.csv
RT @drunktweets81: You sure do have a pretty face for a cripple,dataset8.csv
ไม่รวมเรื่องกีฬาประเทศนี้โจทก์เยอะฉิบหาย ทั้งทางวัฒนธรรม ทางการเมือง แถมคนมองว่ามีเอี่ยวเรื่องก่อการร้ายในประเทศอื่นอีกต่างหาก,dataset2.csv
อยากขอโทษพ่อแม่มากๆ ขอโทษที่ทำให้เสียใจ ขอโทษที่ทำให้ดีใจเก้อ ขอโทษที่ทำให้เสียเวลา เสียเงินเสียค่าน้ำมันไปส่งสัมภาษณ์ อยากบอกผู้ใหญ่ทั้งหลายด้วย ว่าทีหลังอย่าเอาความรู้สึก เอาอนาคตของเด็กมาล้อเล่นแบบนี้,dataset4.csv
อิตุ๊ดหนวด,dataset5.csv
"See above. The issue about minor matters was a comment to bolster the point that the list should be all inclusive. If it is not the list will suffer selection bias. As others enter articles then decisions can be made on whether full articles are needed or if a brief comment here is adequate. As to the allegations on the list, the lack of a Wikipedia article or reference outside of Wikipedia suggests to me the allegations are unfounded. You're getting all wound up again. Relax.",dataset6.csv
"RT @SpacePlankton: If one more FB idiot bitches about the weather, I will hunt them down &amp; kill them with kindness because everyone is enti&#8230;",dataset8.csv
มันก็สมควรกลัว เป็นเสือก็ดีอยู่แล้วกลัวต้องเป็นควายเป็นวัว,dataset2.csv
ขนส่ง ยี่ห้อ กะหรี่ นี่ สู้ ไปรษณีย์ไทยไม่ได้เลยจริงๆ โทรถามทาง มันทุกครั้งที่จะมาส่ง = ='',dataset2.csv
Cultural if five often collection gas.,dataset7.csv
Million risk consider safe security.,dataset7.csv
สันดารเว่ออีห่าถ้าไม่ด่าเมนเขาเขาจะไปด่ามึงไหมอะงง,dataset2.csv
I fixed the mistake I made.,dataset6.csv
ขอบคุณครับผม ^^,dataset1.csv
มอสจารุภัทรแฮปปี้ปริญญามะล่องก่องแก่ง,dataset5.csv
I definitely cant FW a nigga that associates himself wit bitches I DONT fw &#128514;&#128557; tf you fuccing Goofball &#9986;&#65039;&#9986;&#65039;,dataset8.csv
อีเกย์กูไปโคเรียนทาวน์อีกไปมะะะ,dataset5.csv
ผิดหวังมาก ไม่แนะนำให้ใช้ค่ะ,dataset4.csv
เสียเวลากูมาสองวันเต็มๆแต่เพื่ออนาคตกูอ่ะ กูต้องยอมมมมม😭😭😭😭 ,dataset4.csv
There are some retarded ass movies on Netflix,dataset8.csv
สันดานกับความตอแหล เอาไว้ใช้กับแม่มึงละกัน #แคปชั่นด่า #แคปชั่นเสี่ยว,dataset2.csv
ดีใจกับน้องๆทุกคนที่ติดวิศวะ จุฬาฯ ด้วยค่ะ,dataset4.csv
ตรง กับ ต่ำ มันต่างกันนะ,dataset2.csv
เคนทำอาหารเก่งตั้งแต่เด็กเชียวแหละ,dataset4.csv
ไม่ต้องตกใจ เดี๋ยวอนาคตเราอาจจะต้องไปทำงานที่พม่าแบ้วส่งเงินกลับบ้านเหมือนที่เค้ามาทำบ้านเราก็เป็นได้,dataset3.csv
คนที่ได้เรียนคณะที่สมหวังแล้ว พ่อแม่เห็นด้วย พ่อแม่สนับสนุน ดีใจด้วยนะ ตั้งใจเรียนนะ คุณโชคดีมากแล้วที่พ่อแม่เค้าเข้าใจคุณ ที่พ่อแม่สนับสนุนคุณ มันดีที่สุดแล้วล่ะ,dataset4.csv
"ฉันก็คง...ไม่พลาดศุกร์นี้แน่นอน!!! ศุกร์แห่งชาติ 2 มี.ค.นี้ พลาดไม่ได้!! 🎸🎤🥁 ชมคอนเสิร์ต LABANOON Live @LIZM เจ้าของเพลงฮิตมากที่สุด วงหนึ่งของไทย 🥇 ใกล้ชิดลาบานูน แบบติดขอบเวที 🤳 อยาก Live หรือเซลฟี่ ก็สุดฟิน! 📸 บัตร 300 เท่านั้น 🥃🥃🥃 👉บัตร 2 ใบ ใช้ลด Chivas Extra จาก 2,200 เหลือ 1,600 บ. 👉บัตร 1 ใบ ใช้ลด Jameson จาก 1,350 เหลือ 1,050 บ. 👉บัตร 1 ใบ แลกเบียร์สิงห์ 1 ขวด รีบจองโต๊ะ หรือสอบถามรายละเอียด ☎ โทร 02-2222222 #Lizm #LizmBangkok #ลาบานูน #Singha #Chivas #AskforExtra http://www.sharetofb.com/v/rfIMBjXCPZs",dataset1.csv
โอ๊ยเป็นอะไรที่บ้ามาก บ้ามากๆ,dataset2.csv
Among idea center measure eye.,dataset7.csv
ขอโทษที่รบกวนคะ,dataset4.csv
ส่งช้าจัง รอนานมาก ยกเลิกก้อไม่ได้,dataset4.csv
"@santagati that's bc I deleted ""visionary"" once I saw your subtweet. next time just @ me tho. (and I do love jail bird dresses.&#128513;)",dataset8.csv
โฆษณาให้Toyota ด้วย น่าร๊าก พี่วุฒิคงยิ้มแฉ่ง,dataset1.csv
ตอบไอจีอีเกย์,dataset5.csv
หน้ากูเมื่อต้องมาเดินกับอิตุ๊ดด,dataset5.csv
เว็บล่ม ล่มเหมือนอนาคต5555,dataset4.csv
หลายคนต้องมาเสียเวลากับความไม่พร้อมของคนกลุ่มเดียว,dataset4.csv
400 แชร์แจก L'Oreal Pure Clay Mask,dataset1.csv
from Iran) like Indian-American.,dataset6.csv
วันนี้เลิกงานกลับบ้านเร็ว มีฉีดปลวก เราไม่ใช่ปลวก เราจึงต้องกลับบ้าน,dataset2.csv
"นี่คือโฉมหน้าของ Toyota Yaris Sedan รุ่น Minorchange ที่ขายในอเมริกา ซึ่งมันก็คือ Mazda 2 เปลี่ยนหน้าตาใหม่นั่นแหละครับ! เป็นการแลกเปลี่ยนเทคโนโลยีกันซึ่งมาสด้าก็ได้ระบบไฮบริดของโตโยต้าไปใช้ เดิมที่คันนี้ขายโดยยี่ห้อ Scion รุ่น iA ในเครือพี่โต แต่สุดท้ายยุบแบรนด์ทิ้งเลยต้องแปะตรา Toyota ขายแทนโดยปริยาย รายละเอียดก็ไม่ต่างจากมาสด้า 2 เท่าไหร่ครับ เครื่องยนต์ดีเซล 1.5 ลิตร 4 สูบเรียง DOHC กำลัง 106 แรงม้า แรงบิด 250 Nm เกียร์ธรรมดาและอัตโนมัติ 6 สปีดทั้งคู่..ราคาประมาณ 532,000 บาท! ที่มา https://www.netcarshow.com/toyota/2019-yaris_sedan/",dataset1.csv
พวกที่แช่งชักให้ตระกูลชินพินาศรัวๆสมัยปิดกรุงเทพ ปัจจุบันกลุ่มชินยังคงแข็งแกร่งเช่นเคย ส่วนพวกที่แช่ง บางคนก็ปิดกิจการบ้าง หนีหนี้บ้างรัวๆ,dataset2.csv
จับเจ้าของบ่อนให้ได้ก่อนบังคับใช้กฎหมายและโทษทางวินัยกับเจ้าหน้าที่ซึ่งเป็นต้นตอของการแพร่ระบาดรอบใหม่ให้มันเข้มข้นเหมือนกับที่ประกาศการบังคับใช้การมีแอปได้ไหม_ผู้สูงอายุส่วนใหญ่จะมีแอปไหม_ก่อนประกาศบังคับใช้อยากให้คิดให้มากหรือเก่งกับการบังคับข่มขู่อยู่แต่กับประชาชนแต่หงอกับเจ้าของบ่อนขบวนการลักลอบขนคนเข้าเมืองล่าสุดก็โรฮินญาจากฝั่งตะวันตกของพม่ามาอาศัยอยู่แถวดอนเมืองเฉยเลย_สงสารเจ้าหน้าที่ปฏิบัติหน้าที่ด้วยความซื่อสัตย์????????????????,dataset3.csv
ไทยหรือพม่าก็เป็นมนุษย์เมือนกันสู้ๆ,dataset3.csv
Throughout difficult area dream cause sound institution.,dataset7.csv
แฮปปี้สายตานี้ที่เรียกว่ารักเป๊กผลิตโชค,dataset5.csv
""" I think it's OK. the Duck """,dataset6.csv
Jongluk Somjit ที่อยู่ในประเทศยังไม่เท่าไหร่แต่ที่จะเข้ามาอีกนี่สิจะทำยังงัยพี่น้องเราชาวไทยพวกพม่าจะมาฆ่าเราทางอ้อมใช่มั้ย,dataset3.csv
Stock describe shake industry. You are such a trash!,dataset7.csv
ยุคคนจัญไรที่อยากป้ายสีใครออกสื่อก็ทำกันช่างง่ายดาย,dataset2.csv
ความเลวร้ายที่กระทำ กับประเทศไทย ที่เกิด จากเชื้อร้ายชั่วช้าทำ ทิ้งไว้แล้วหนีไป #ชาติชั่ว เชื้อร้ายไม่เคยสำนึก# pic.twitter.com/0RQbEO8Bbw,dataset2.csv
ทุกคนแฮปปี้ชูชอกขอให้ทุกคนมีเวลาที่ดีครับกินต๊อกเยอะๆนะครับไปค่ะไปกินต๊อกกัน,dataset5.csv
"No thanks, I hate Microsoft and any of their products, I believe in free software/open source and freedom. Long live the US Constitution & Bill of Rights.",dataset6.csv
รอที่เรียนจนเป็นบ้า เห็นอะไรก็ขำไปหมด,dataset4.csv
ป๊าม๊าพามาช้อปปิ้งกินข้าวดูหนังซื้อแอร์แฮปปี้,dataset5.csv
ถึงเขาจะคนพม่าก็เป็นคนเหมือนกันสู้ๆๆๆ,dataset3.csv
"บางครั้งคนเราแม่งก็ตัดเพื่อนกันง่ายๆ.. เพราะเรื่อง""ปัญญาอ่อน""ที่แทบจะไม่มีเหี้ยอะไรเลย หรือจริงๆมันอาจจะย้อนคิดได้ว่าอาจจะไม่ได้อยากคบมั้ง?",dataset2.csv
พออ๋อมากับอิตุ๊ดเหรออตทำไมว่าพี่เค้าอย่างนั้นทีมพี่เอฟถ้าจะปกป้องกางปีกขนาดนี้จิ้นนนน,dataset5.csv
เพื่อน ม.ปลายที่สนิทกันยุตอนนี้มันก็ดีแต่ไม่ใช่ทุกคนหรอกนะ บางคนกุก็อยากจะตบหน้าแม่งให้หายแรดด ยังมีหน้ามาด่าว่ากุแรดเงียบอีดอกก,dataset2.csv
เครียดมากอะตอนนี้,dataset4.csv
งงอิตุ๊ดมันไปคลั่งรักพีพีในไอจีน้องงงๆๆไ,dataset5.csv
ส่งงานหมดแล้วไปเลยยย,dataset1.csv
User_talk:BozMo#disclaimer_regarding_the_workforall_spammer - domain name disambiguation User_talk:Requestion#h.2Attp:.2F.2FWorkforall.net_Contibutions_:_Statement - legal warnings?,dataset6.csv
รีบทำอะไรก้อทำเถอะ..พวกกูจะตายห่า..กันหมดแล้วเพราะพวามมักง่ายของพวกชอบว่าแรงงานพม่าขยันเลยทำให้มีปัญหาถึงทุกวันนี้,dataset3.csv
รถบ้าน คัดคุณภาพ อยู่มหาชัยปล่าว ถ้าไม่อยู่นั้นแสดงว่าคุณไม่รู้ว่าทำไมอาร์ทและหลายๆคนในมหาชัยต้องทำแบบนี้ พม่ามันไปซื้อข้าว แต่มีหลายๆคน ไม่ขายให้มัน ส่วนไอ้เรื่องแนวๆนี้ อาร์ทมันเป็นหลักๆของจังหวัดในการช่วยเหลือแบบนี้ มันทำมาตลอดครับ ไม่ใช่เฉพาะช่วงโควิดครับ,dataset3.csv
หลากหลายเหตุผลที่ทำให้ Toyota Fortuner คันนี้โดดเด่นเหนือใคร ทั้งด้านการดีไซน์ ที่สะท้อนความเป็นตัวคุณได้อย่างภาคภูมิ พร้อมสมรรถนะขับขี่ที่สามารถพาคุณ ไปในทุกเส้นทาง เหตุผลไหนที่ใช่คุณ #TOYOTA #ToyotaFortuner #NewLegendOfThePride,dataset1.csv
แล้วน้องก็กลายเป็นคนโง่ทันที ทุกคนเก็บความลับนี้มาตั้งแต่น้องเกิด ถ้าน้องมารู้เองนี่คิดสภาพตอนน้องรู้ไม่ไหวเลย ยิ่งถ้าน้องรู้ตอนโตแล้ว เหี้ย,dataset2.csv
ดีใจด้วยนะ คุณหญิงกฤตยา,dataset4.csv
ไม่เป็นไรคับไม่ต้องห่วงคนไทยเอาใจช่วยพี่น้องชาวพม่าให้มากๆก็แล้วกัน,dataset3.csv
"I also oppose deletion, and propose expansion, because if the islam and domestic violence article is purely not a hate page, then there should also be due coverage of christiantiy and dometic violence, because domestic violence has been common in one tiem in both religions.86.150.147.133",dataset6.csv
งานทอดกฐินวัดพยาญาติอยุธยาแฮปปี้,dataset5.csv
I'LL SAY NIGGER IF I WANT TO BRO,dataset6.csv
อีเกย์แม่งตั้งชื่อว่าชายน้อยตั้งรูปอ่อยเหยื่อยสเตก็แม่งอัพแบบเชคเรทติ้งทุกวินาทีกูลบพินไปละรำคาณถึงมึงเป็นเพื่อนกูก็เหอะ,dataset5.csv
"I got so many horses , all the hoes say that its gorgeous ... In tha air dats where my doors issssss",dataset8.csv
โครตเหี้ย โครตผี โอ้ยย ปวดประสาทกับอีพวกนี้ปัญญาอ่อนเหี้ยๆ แพ้แล้วก็ทำวิธีพวกแพ้ต่อไป เจริญจ้า,dataset2.csv
พาดหัวข่าวไพร่มาก ดูสถุน ไม่ให้เกียรติคนอื่น พาดให้ดีกว่านี้ไม่ได้เเล้วหรอ เห็นเเต่ข่าวตัวเองต้องดัง เลว #เดลินิวส์ #Taeyeon,dataset2.csv
"Don't you dare try to block me, jerk. I don't give a rat's ass what you THINK policy says, I can say whatever I want, to whoever I want, any time. I have just as much of a right to contribute to the encyclopedia as you, and you should go find something useful to do with your time, other than harass people who happen to have a foul mouth and short temper. Asshole.",dataset6.csv
"RT @Sir_Strange: ""Don't be a stupid fucking bitch."" - me, to stupid fucking bitches",dataset8.csv
""":Please remove Hu12's Libel and Vandalism above and please report this user's abuse to Wikipedia administration. Also, Hu12 of the """"google results"""" you searched most are in support of Dan Howitt, with tons of his official summit photos on Rainier, Adams, Hood, Shasta, and listings of his timing officials. You strangely give weight to the abusive chat-site gossip and unsupported libel, and your own post above is of that nature. Chat-sites with this sort of conduct are sad. I'm reporting your libel and abuse to the wiki administration. """,dataset6.csv
ป๋าาาาาา,dataset1.csv
เกิดมาพึ่งเคยเหนยุงตัวเท่าควาย สัส ไม่รู้จะสรรหาคำไหนมานิยามความใหญ่ของมุงดี,dataset2.csv
โอเครค่ะได้สินค้าตามรูปผ้าใส่สบาย,dataset4.csv
Face discover language visit wide.,dataset7.csv
""":::::*It doesn't matter. They wrote the music. The credit goes to them. — · [ TALK ] """,dataset6.csv
""" Against merge The Uvs Nuur has already been confused by making the article about the lake instead of the basin. Much of the relevant information has been removed or confused in the merge or copy/paste or whatever an editor did. The hollow, although lumped in with the World Heritage site is really about a different set of issues including nomadic peoples, archeology sites, enormous variation in terrain, endangered animals etc. The current article on Uvs Nuur seems to have missed all the relevant points on the geological aspects, plus the name of the article is different from the name given on World Heritage Site. Further, the editors have disregarded that almost all citations are about the basin; there is hardly anything in the article about the lake. If you refuse to allow editors to write articles that they are interested in, and insist on an instant mindless merge, we can have an RFC, which I will abide by, unless you consent to a rewrite of the current article so it is accurate and not confusing. Why do you have such an investment in preventing other editors from writing articles about what they are interested in. It is against policy to #REDIRECT without a discussion which is what was done before. Please consider this, rather than instinctively merge everything. Many articles have been ruined by mindless merging. """,dataset6.csv
@Coley_Cee bitch dats yo sahara desert ass,dataset8.csv
Made it to TIME The film made it to TIME if anyone wanna use this reference .,dataset6.csv
Ask around n the streets bitch bout Jay,dataset8.csv
That was my fault. I did not realize NPOV. I have now read the guidelines and understand about editing. It was not my intention to make it read like an advertisement-I wanted to convey my thoughts about these cars. My apologies for wasting other people's time to clean up my mess. It wont happen again. ( ),dataset6.csv
พน.เลี้ยงบาบีก้อน 555,dataset1.csv
